Food,Associativity,Region,Type,Category,Allergy,Serving,Total Weight (gms),Energy(kcal),Proteins,Carbohydrates,Fats,Fiber,Carbon Footprint(kg CO2e),Ingredients,stress_relief,mood_boost,anxiety_reduction,sleep_improvement,cognitive_function
Papaya Salad (raw papaya),0,"Continental,North,South,East,West","Lunch,Dinner",Veg,nut ,1 medium bowl,530,255,4.0,9.0,22.0,1.0,0.56325,Papaya-75 gms; carrot-60 gms; Common salt-15 gms; Chillies-15 gms; Coriander leaves-15 gms;Cucumber-200 gms; Onion-60 gms; Peanut-75 gms; Olive oil-15 gms,0.2611149814179943,0.007496711299036881,0.1737468062982769,0.006623561193328636,0.2977726693125185
Pineapple & spinach salad,0,"Continental,North,South,East,West",Appetizer,Veg,nut ,1 medium bowl,423,146,4.0,25.0,4.0,5.0,0.2902,Spinach-150 gms; Common salt-7 gms; Black pepper-7 gms; Pineapple-250 gms; Walnut-9 gms,0.2947740864622388,0.016153042048390888,0.20716183897801546,0.016313483673948793,0.28919218659055007
Foxtail Millet Pulao,5,"North,East,West","Lunch,Dinner",Veg,nut ,4 small bowl,449,254,8.0,40.0,6.0,6.0,0.6015,Capsicum-150 gms; carrot-75 gms; Peas-75 gms; Onion-50 gms; Cumin seeds-15 gms; Common salt-15 gms; Ginger-1 piece; CLOVES-2 gms; Coriander Leaves-15 gms; Millets-200 gm; Tomato  tomato; Chillies-15 gms; Turmeric powder-7 gms; Coriander Powder-15 gms; Cooking oil-15 gms,0.2900114029255112,0.024812544045102185,0.21032040998217472,0.024487432464176652,0.2816801142289191
ALMOND FLOUR ROTI (20% almond flour + 80% wheat flour),1,"North,East,West","Lunch,Dinner",Veg,nut ,1 medium,107,385,11.0,48.0,17.0,12.0,0.0975,Atta-80 gms; Yoghurt-7 gms; Almond Flour- 20 gms ,0.2782384222203499,0.037968992248062015,0.20783333333333334,0.03706976744186047,0.2818101777740332
ALMOND FLOUR ROTI (50% almond flour + 50% oats flour),1,"North,East,West","Lunch,Dinner",Veg,nut ,1 medium,365,340,10.0,33.0,20.0,6.0,0.2,"Almond Flour-100 gms; Oats-150 gms; Common salt-15 gms, Atta-100 gms",0.2700581164400747,0.025637773079633545,0.19191399286987523,0.02413319238900634,0.2917895840387948
ALMOND FLOUR ROTI (100% almond flour),1,"North,East,West","Lunch,Dinner",Veg,nut ,1 medium,200,33,1.0,1.0,0.0,0.0,0.16,ALMOND FLOUR-200 gms,0.2985645920344715,0.001284707540521494,0.2010909090909091,0.0009856706600892648,0.2964019113416704
ALMOND SOUP (WITH ALMOND MILK),0,Continental,"Lunch,Dinner",Veg,nut ,1 medium bowl,350,328,16.0,22.0,21.0,10.0,0.8515,Almond-10 gms; Peas-125 gms; Common salt-15 gms; Almond Milk-200 gms,0.2824374264613537,0.03560700023490721,0.2039333036244801,0.031210007047216354,0.30613881608372945
Almond roti (50% almond flour and 50% normal atta),1,"North,East,West","Lunch,Dinner",Veg,nut ,1 medium,300,112,4.0,12.0,5.0,1.0,0.12,Wheat-150 gms; Almond flour-150 gms,0.29160023411710234,0.00807810664787409,0.1987468062982769,0.0073987549917782485,0.29624317471073475
Nuts and seeds salad,0,Continental,"Lunch,Dinner",Veg,nut ,1 medium bowl,629,1385,40.0,28.0,125.0,16.0,1.69275,Almond-25 gms; Fig-25 gms; PUMPKIN SEED-30 gms; Sunflower seeds-30 gms; Lemon-10 gms; Lettuce leaf-4 gms; Cucumber-200 gms; Common salt-15 gms; Black pepper-15 gms; Walnut-275 gms,0.11882627299216114,0.07128494244773315,0.08759061200237671,0.05854827343199437,0.32923157153393606
Coffee with Almond Milk (No Sugar),12,"North,South,East,West",Beverages,Veg,caffeine ,1 glass,265,48,1.0,2.0,3.0,0.0,1.1225,Almond Milk-250 gms; coffee-15 gms,0.29402479794221625,0.0014785059901338971,0.19667914438502673,0.0012440685929058022,0.29835173492186573
Almond Flour Roti,1,"North,East,West","Lunch,Dinner",Veg,nut ,5 medium,522,149,4.0,4.0,13.0,2.0,0.4907,Almond flour-500 gms; Common salt-7 gms; Olive oil-15 gms,0.2809555884281014,0.007916607939863754,0.18871821152703508,0.006720460418134837,0.3019350924830597
Cashew Milk,12,"North,South,East,West",Beverages,Veg,nut ,3 cup,550,292,9.0,13.0,23.0,2.0,2.09,Cashew-250 gms; Milk-300 gms,0.2645545603279238,0.015115339440920837,0.17946687462863933,0.012682405449847313,0.3022613785286937
Apple Walnut Salad,0,Continental,"Lunch,Dinner",Veg,nut ,1 small bowl,177,338,6.0,9.0,13.0,5.0,0.0956,Apple-150 g; Pomegranate-20 gms; Lemon-7 gms; Common salt-15 gms; Black Pepper-15 gms; Lettuce Leaf-60 gms; Spinach-60 gms,0.2716366472150611,0.015234085036410619,0.1961083630421866,0.013633662203429646,0.2745509979357669
APPLE STEW,0,Continental,Breakfast,Veg,nut ,2 cup,893,143,1.0,37.0,1.0,5.0,0.10248,Apple-800 gms; HONEY-60 gms; Cinnamon-7 gms; NUTMEG-4 gms; Ginger powder-7 gms; Lemon-15 gms,0.2945109222860374,0.01520589617101245,0.20830087641117054,0.017232440685929058,0.27981826465525966
Mixed fruit salad,0,"Continental,North,South,East,West",Breakfast,Veg,nut ,1 medium bowl,794,222,3.0,48.0,1.0,12.0,0.52525,Apple-200 gms; Pear-178 gms; Banana-101 gms; Grapes-150 gms; Strawberries-75 gms; Blueberries-75 gms; Mint leaves-15 gms,0.2990802096449606,0.029241719520789286,0.2226354723707665,0.03125158562367865,0.2704884050296717
Chicken Minced Salad,0,Continental,Appetizer,Non-veg,nut ,2 medium bowl,420,114,1.0,9.0,8.0,3.0,0.5955,Olive oil-15 gms; Common salt-15 gms; Chicken-20 gms; Onion-160 gms; Tomato-120 gms; Cucumber-25 gms; Chillies-15 gms; Ginger-15 gms; Coriander Powder-5 gms; Garam Masala-15 gms; Coriander leaves-15 gms,0.2867396549166852,0.007001761804087386,0.19453453654188949,0.007219520789288231,0.2948721351453134
Papaya Shake with Almond Milk,12,"North,South,East,West",Beverages,Veg,nut ,2 glass,850,78,2.0,3.0,7.0,3.0,2.0475,Papaya-350 gms; Almond Milk-500 gms,0.2920696527167075,0.006929880197322057,0.19709603386809268,0.006396405919661734,0.30112838742985
Broccoli Soup with coconut milk,0,"North,South,East,West",Appetizer,Veg,nut ,1 medium,885,191,1.0,14.0,15.0,1.0,0.1905,"Broccoli-400 gms; Coconut milk-250 gms, Olive oil-15 gms; Onion-125 gms;Garlic-5 gms; POTATO-90 gms ",0.27026952890323885,0.005192976274371624,0.18076819667260843,0.005733732675593141,0.29252828834717887
Apple Walnut Salad 2,0,Continental,"Lunch,Dinner",Veg,nut ,2 medium bowl,228,375,5.0,12.0,35.0,3.0,0.1492,Apple-200 gms; Walnut-11 gms; Olive oil-15 gms; HONEY-1 gms; Black pepper-1 gms,0.24063226444941138,0.011946793516560958,0.15919229055258466,0.010903805496828753,0.29901296918402775
Roated Chickpeas,11,"North,East,West",Snacks,Veg,nut ,1 medium katori,225,281,17.0,39.0,5.0,25.0,0.324,Chickpeas-150 gms; Cumin Powder-15 gms; Paprika powder-15 gms; Garlic Powder-15 gms; Common salt-15 gms; Black pepper-15 gms,0.3234434203211867,0.06082581630256049,0.2545952911467617,0.057163377965703546,0.2921416683310246
Safed Matar with no oil,2,"North,East,West,South",Dry Curry,Veg,nut ,4 cup,592,179,10.0,33.0,0.0,4.0,0.6175,Peas-250 gms; Tomato-120 gms; Chillies-15 gms; Cumin seeds-15 gms; Coriander Powder-5 gms; Turmeric powder-7 gms; Garam Masala-15 gms; Coriander leaves-5 gms;Onion-160 gms,0.3028988017884513,0.022859995301855767,0.21785353535353535,0.021355414611228564,0.2888026540819531
Safed Matar Masala (No Oil),2,"North,East,West,South",Dry Curry,Veg,nut ,2 medium katori,360,33,1.0,6.0,0.0,3.0,0.5735,Onion-125 gms; Tomato-90 gms; Chillies-15 gms; Cumin seeds-15 gms; Coriander Powder-55 gms; Turmeric powder-15 gms; Garam Masala-15 gms; Common salt-15 gms; Coriander leaves-15 gms,0.30221042536780485,0.006420366455250176,0.20629924242424244,0.006444326990838619,0.2964019113416704
Coffee with Almond Milk,12,"North,South,East,West",Beverages,Veg,"nut ,caffeine",2 glass,512,20,1.0,4.0,1.0,1.0,0.91,Almond Milk-250 gms; Brewed Coffee-240 gms; Cinnamon-7 gms; HONEY-15 gms,0.2997437697902431,0.0032549917782475923,0.2013564319667261,0.003149753347427766,0.30000618188589323
Almonds and Walnut Raita,4,Continental,Appetizer,Veg,nut,1 medium katori,310,351,13.0,11.0,29.0,4.0,0.8335,Almond-15 gms; WALNUT-15 gms; Yoghurt-250 gms; Coriander leaves-15 gms;  Black pepper-15 gms,0.2606165603683805,0.021869156683110173,0.17847920380273322,0.017852478271082925,0.30867400011881685
Suji Halwa,0,"North,East,West",Snacks,Veg,nut,1 medium bowl,95,365,6.0,85.0,1.0,2.0,0.1275,Semolina-75 gms; JAGGERY-0.5 gms; CARDAMOM-15 gms,0.27901036098625653,0.02579610054028659,0.20854708853238266,0.02910523843081983,0.2524724450860009
Baked sweet potatoes,9,Continental,Breakfast,Veg,no-allergies,1 medium bowl,267,574,4.0,75.0,27.0,13.0,0.542,Sweet potato-200 gms ; Black pepper-7 gms; Olive oil-15 gms;Parsley-15 gms; Butter-15 gms; Garlic Powder-15 gms,0.2440049682325027,0.03695407564012215,0.18722719845513963,0.04034449142588678,0.2527683292160452
Bajra Cheela,1,"North,West","Breakfast,Lunch",Veg,no-allergies,2 medium,340,113,3.0,17.0,4.0,3.0,0.17875,carrot-50 gms; Coriander leaves-15 gms; Chillies-10 gms; Mustard oil-15 gms; Common salt-15 gms;Onion-160 gms; Bajra flour-75 gms,0.2937789388722116,0.010733967582804793,0.20259870766488414,0.010741249706365986,0.29279027524887963
Rice idli,14,South ,"Breakfast,Lunch,Dinner",Veg,no-allergies,5 number,158,66,2.0,13.0,0.0,1.0,0.38225,Rice-75 gms; Fenugreek seeds-4 gms; Rice bran oil-4 gms; Urad Dal Flour-75 gms,0.29834446184672087,0.006090086915668312,0.2039179292929293,0.006202607470049332,0.29280382268334076
Non Veg Cutlet,6,"North,South,East,West",Appetizer,Non-veg,no-allergies,2 number,579,233,19.0,12.0,11.0,3.0,2.172,Potato-100 gms; Onion-50 gms;Garlic-15 gms; Ginger-15 gms; Chillies-15 gms; Turmeric powder-4 gms; Coriander leaves-15 gms; Sunflower oil-15 gms; Chicken-300 gms ; Garam Masala-15 gms; Cumin seeds-15 gms; Coriander Powder-5 gms; Common salt-15 gms,0.29657422249780585,0.02721952078928823,0.20975913547237077,0.021085623678646935,0.3124797729813515
Quinoa Upma,0,South ,Breakfast,Veg,no-allergies,2 medium bowl,422,345,13.0,43.0,13.0,15.0,0.4957,Quinoa-125 gms; Mustard oil-15 gms; Cumin seeds-15 gms; Onion-62 gms; carrot-62 gms; Peas-62 gms; Capsicum-62 gms; Turmeric powder-4 gms;  Coriander leaves-15 gms,0.29212406297260285,0.043348484848484845,0.22110583778966134,0.041398989898989894,0.2861293648043857
Barley (Jaw) Water,10,Continental,Beverages,Veg,no-allergies,1 glass,15,16,1.0,3.0,0.0,1.0,0.0165,Barley-15 gms,0.30117496978347197,0.003061193328635189,0.2028270202020202,0.002891355414611229,0.29919211128411566
kari-Patta Saunf Ajawain Water,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,17,11,0.0,1.0,1.0,0.0,0.0145,Curry leaves-2 gms; Ajwain-15 gms,0.2979943470774442,0.0001937984496124031,0.1985294117647059,0.0002583979328165375,0.29966516474312366
Apple Shake,12,Continental,Beverages,Veg,no-allergies,1 glass,354,116,5.0,22.0,0.0,2.0,0.014,Apple-100 gms Milk-250 gms; Cinnamon-4 gms,0.2992746862332021,0.012495889123796101,0.20892676767676768,0.01209889593610524,0.2900518977189295
Non Vegetarian Tacos,0,Continental,"Lunch,Dinner",Non-veg,no-allergies,2 medium,406,293,14.0,25.0,13.0,6.0,0.87865,Chicken-80 gms; Onion-15 gms; Tomato-120 gms; Lettuce Leaf-15 gms; Coriander leaves-15 gms; Lemon-15 gms; Cooking oil-15 gms; Garlic-7 gms; Atta-120 gms; Chillies-4 gms,0.2867266548631876,0.028451021846370682,0.20657174688057042,0.02497509983556495,0.2964822758582825
Baked Potato,0,Continental,Appetizer,Veg,no-allergies,2 medium,345,141,3.0,27.0,2.0,5.0,0.2185,Potato-300 gms; Coriander leaves-15 gms; Cumin seeds-4 gms; Coriander seeds-4 gms; Olive oil-7 gms; Red chilli Powder-15 gms,0.29611756506340053,0.0154497298567066,0.20901210635769463,0.016103006812309136,0.2852534753436757
Chick Pea Salad,0,"Continental,North,South,East,West",Appetizer,Veg,no-allergies,1 small katori,463,196,8.0,18.0,10.0,4.0,0.26225,Chickpeas-15 gms;Cucumber-200 gms; Black pepper-15 gms; Onion-150 gms; Parsley-15 gms;Mint leaves-15 gms; Olive oil-7 gms; Lemon-15 gms;Garlic-15 gms; Common salt-15 gms; Black pepper-1 gms,0.28792883550706827,0.01777120037585154,0.200965834818776,0.01602490016443505,0.29708197285608534
Jaw cheela,1,"North,West",Breakfast,Veg,no-allergies,1 medium,303,184,5.0,31.0,4.0,10.0,0.3138,Barley-45 gms; Chillies-7 gms; CORIANDER leaves-7 gms; Common salt-7 gms; Mustard oil-7 gms; Onion-125 gms; TOMATO-90 gms ; Red chilli Powder-15 gms; ,0.29900474386465137,0.02535118628141884,0.2169333036244801,0.025535588442565187,0.2847734508903248
Lettuce wrap (tofu),0,Continental,"Lunch,Dinner",Veg,no-allergies,1 medium,304,183,2.0,15.0,5.0,7.0,0.2258,Lettuce Leaf-20 gms; Onion-60 gms; carrot-60 gms; Cucumber-60 gms; Tomato-60 gms; CORIANDER LEAVES-15 gms; Lemon-7 gms; Black pepper-7 gms; Mustard oil-15 gms; Tofu-50 g,0.2905198522408552,0.014811017148226451,0.20698165478312539,0.01505273666901574,0.2809536230794526
Oats Roastie,9,Continental,Breakfast,Veg,no-allergies,1 gms,372,492,17.0,77.0,12.0,14.0,0.3095,Onion-125 gms; carrot-15 gms; Zucchini-15 gms; Potato-15 gms; Common salt-15 gms; Black pepper-7 gms; Cooking oil-15 gms; Oats-150 gms; Red chilli Powder-15 gms,0.28503912394633835,0.05291237961005403,0.22520395127748072,0.051704721634954195,0.2678044808100861
Veg entree (Roasted),9,Continental,Breakfast,Veg,no-allergies,1 medium,736,222,3.0,13.0,15.0,8.0,0.9979,Garlic-10 gms; Common salt-15 gms; Capsicum-450 gms; Black pepper-7 gms; Onion-125 gms; Brinjal-82 gms; Mushroom-32 gms; Olive oil-15 gms,0.2787779220632613,0.016903218228799623,0.1951027926322044,0.01665210241954428,0.2910766403237893
Chatpate Kale Masoor,0,North ,"Lunch,Dinner",Veg,no-allergies,1 medium katori,635,366,2.0,20.0,31.0,5.0,0.7135,Ginger-15 gms; Cumin seeds-15 gms; Coriander leaves-15 gms; Common salt-15 gms; Dal dal-250 gms; Olive oil-30 gms;Onion-125 gms;Chillies-15 gms; Garlic powder-15 gms; Turmeric powder-15 gms; Coriander Powder-5 gms; Garam Masala-15 gms; Red chilli Powder-15 gms; Tomato-90 gms,0.24439498523037356,0.01300223161851069,0.16527413844325609,0.01356694855532065,0.28915323546371796
Veg tacos,0,Continental,"Lunch,Dinner",Veg,no-allergies,1 medium,480,322,18.0,23.0,15.0,10.0,0.9848,carrot-62 gms; Peas-62 gms; Onion-60 gms; Tomato-30 gms; Capsicum-50 gms; Paneer-62 gms; Cumin seeds-7 gms; Turmeric powder-4 gms; Chillies-7 gms; Sunflower oil-15 gms; Common salt-7 gms; Coriander leaves-15 gms; Cabbage-62 gms;Yoghurt-30 gms; Lemon-7 gms,0.29209291629076917,0.0379826168663378,0.214938651218063,0.032922950434578345,0.3019364267586031
Dal Cheela Wrap,0,"West,East","Lunch,Dinner",Veg,no-allergies,1 medium,356,471,29.0,68.0,7.0,13.0,0.43175,Gram dal-125 gms; Onion-15 gms; Tomato-120 gms; Capsicum-30 gms; Ginger-15 gms; Cumin seeds-7 gms; Turmeric powder-4 gms; Common salt-15 gms; Rice bran oil-15 gms; Lettuce Leaf-10 gms,0.3063346381116217,0.06287021376556261,0.24391169043374925,0.0567175240779892,0.2857164390277592
Chicken Lollipop,6,Continental,Appetizer,Non-veg,no-allergies,4 medium,700,673,50.0,21.0,42.0,6.0,2.7315,Ginger-30 gms; Red chilli Powder-30 gms; Black pepper-15 gms; Cumin seeds-15 gms; Coriander Powder-15 gms; Garam Masala-15 gms; Common salt-15 gms; Rice Flour-30 gms; Egg-490 gms; Cooking oil-15 gms; Chicken-150 g; Corn Flour-30 gms,0.26937495497168684,0.06694855532064835,0.20319741532976826,0.05012332628611699,0.3422147049522863
Jeera Aloo,2,"North,East,West",Dry Curry,Veg,no-allergies,4 medium katori,585,81,1.0,1.0,8.0,2.0,0.489,POTATO-480 gms; Cumin seeds-15 gms; Turmeric powder-15 gms; Common salt-15 gms; Coriander leaves-15 gms; Olive oil-30 gms; Red chilli Powder-15 gms ,0.2882325123771632,0.004062485318299272,0.19279842543077838,0.003763448437867043,0.30028840562182485
CHICKEN DUMPLING (Non Veg),0,East,"Snacks,Appetizer",Non-veg,no-allergies,4 medium,506,232,22.0,4.0,14.0,1.0,1.8167,Common salt-15 gms; Chicken-250 gms;Onion-160 gms;Garlic-1 gms; Turmeric powder-15 gms; Coriander Powder-5 gms; Garam Masala-15 gms; Cumin seeds-15 gms; Cooking oil-15 gms; Coriander leaves-15 gms,0.2947350899352099,0.0261640826873385,0.2051478758169935,0.01842248062015504,0.3225102125501584
Tomato rice (Brown Rice),5,South,"Lunch,Dinner",Veg,no-allergies,1 medium katori,527,566,14.0,105.0,7.0,9.0,1.3474,Rice-250 gms; TOMATO-90 gms; Onion-125 gms ;  Turmeric powder-4 gms; Cumin seeds-7 gms; Mustard seeds-7 gms; FENUGREEK SEEDS-7 gms; Curry leaves-3 number; Cooking oil-15 gms; Common salt-7 gms; Red chilli Powder-15 gms,0.2745864710115926,0.0481215644820296,0.22060360962566844,0.04981360112755462,0.2428514179590141
"Tomato, Beetroot, Amla & Pudina Juice",10,Continental,Beverages,Veg,no-allergies,1 glass,184,111,3.0,16.0,2.0,9.0,0.1856,TOMATO-90 gms; Beet root-50 gms; Amla-10 gms;Mint leaves-4 gms; Common salt-15 gms; ; Cumin seeds-15 gms,0.30344061730019867,0.01887350246652572,0.21595655080213905,0.01881618510688278,0.2901773575950497
Lemon Rice,0,South,"Lunch,Dinner",Veg,no-allergies,1 medium katori,304,927,22.0,184.0,9.0,12.0,1.0851,Rice-250 gms; Mustard oil-15 gms; Mustard seeds-4 gms; Cumin seeds-4 gms; Turmeric powder-4 gms; Lemon-15 gms; Common salt-7 gms; Curry leaves-5 gms,0.25658288196136914,0.07632558139534884,0.23159803921568628,0.08021188630490957,0.2010873325501893
Chicken Korma,2,"North,East,West",Dry Curry,Non-veg,no-allergies,4 medium katori,549,171,11.0,9.0,11.0,3.0,1.2514,Chicken-100 gms; Ginger-7 gms;Garlic-7 gms; Cumin seeds-15 gms; Coriander leaves-15 gms; Common salt-15 gms; Cooking oil-30 gms; Yoghurt-15 gms;Onion-160 gms; Tomato-140 gms; Cinnamon-15 gms; Turmeric powder-15 gms; Garam Masala-15 gms,0.2914804159757408,0.017910852713178296,0.20103186274509804,0.014492248062015503,0.3081103417554033
Chicken with Staraniseed,0,Continental,"Lunch,Dinner",Non-veg,no-allergies,1 medium katori,479,529,41.0,63.0,10.0,19.0,1.174,Chicken-100 gms;Garlic-250 gms; Ginger-125 gms; Cinnamon-4 gms; ,0.320830455678609,0.083325463941743,0.26300750148544266,0.07248614047451257,0.30242687986583355
Quinoa,0,Continental,"Lunch,Dinner",Veg,no-allergies,4 medium katori,995,239,8.0,34.0,7.0,10.0,1.271,Quinoa-250 gms; Cooking oil-15 gms; Cumin seeds-15 gms;Onion-125 gms; capsicum-250 gms; carrot-250 gms; Ginger-15 gms; Garlic powder-15 gms; Coriander Powder-15 gms; Turmeric powder-15 gms; Red chilli Powder-15 gms; Coriander leaves-15 gms,0.29500054342299525,0.029205308902983326,0.21579426619132502,0.028492600422832984,0.2856126435899002
Nutri Rice (Soyabean),3,West,"Lunch,Dinner",Veg,no-allergies,1 medium katori,1066,1264,64.0,202.0,18.0,38.0,1.2576,Soyabean-62 gms; Rice-125 gms; carrot-125 gms; Peas-125 gms;Garlic-250 gms; Sunflower oil-4 gms;  ONION -250 gms; Capsicum-125 gms,0.3040523737380174,0.16174324641766502,0.3093198158051099,0.1515196147521729,0.2353746524077044
Dhaniya Ajwain Water,10,"North,South,East,West",Beverages,Veg,no-allergies,4 glass,31,12,1.0,1.0,1.0,1.0,0.0461,Coriander seeds-7 gms; Ajwain-24 gms,0.3004002874237597,0.002673596429410383,0.2013564319667261,0.0023745595489781538,0.3013192171529263
Dhaniya Water,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,15,13,1.0,1.0,1.0,2.0,0.0525,Coriander seeds-15 gms,0.30153350049734784,0.004062485318299272,0.20309254307783722,0.003763448437867043,0.3011550877445472
Detox Water ,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,107,18,0.0,2.0,0.0,2.0,0.0397,Bottle gourd-50 gms; Cucumber-40 gms; Ginger-5 gms;Mint leaves-5 gms ; Common salt-7 gms,0.30095339088014333,0.003165374677002584,0.20347222222222222,0.0032945736434108527,0.2970456706491756
Baked Chicken,0,Continental,Dinner,Non-veg,no-allergies,3 number,129,81,7.0,0.0,6.0,0.0,0.6744,Chicken-100 gms;Parsley-7 gms; Kali Mirch Powder-4 gms; Cooking Oil-7 gms; red chilli flakes-4 gms; Common salt-7 gms,0.2956442028109124,0.0076363636363636364,0.19881283422459894,0.005090909090909091,0.30825632006032755
BBQ Chicken,0,Continental,Dinner,Non-veg,no-allergies,1 number,136,248,22.0,1.0,17.0,0.0,0.6828,Chicken-100 gms;Parsley-7 gms; red chilli flakes-4 gms; Kali Mirch Powder-4 gms; Garlic-7 gms; Common salt-7 gms; Cooking Oil-7 gms,0.28889795336098734,0.024193798449612405,0.199,0.016258397932816537,0.3242959067219746
Carrot Beetroot Pudina Amla Juice,10,Continental,Beverages,Veg,no-allergies,1 glass,246,92,3.0,16.0,1.0,11.0,0.0784,carrot-180 gms; Beet root-50 gms; Amla-10 gms; Mint leaves-6 gms,0.3085333434118266,0.0216512802443035,0.2208993612596554,0.021593962884660558,0.29182522811895917
TABBOULEH,0,Continental,"Lunch,Dinner",Veg,no-allergies,1 small bowl,304,350,7.0,39.0,16.0,10.0,0.3609,Wheat-45 gms;Parsley-20 gms;Mint leaves-10 gms; Cucumber-40 gms; Tomato-120 gms; Onion-20 gms; Lemon-15 gms; Common salt-4 gms; Olive oil-15 gms; Black pepper-15 gms,0.27469216339699076,0.02908339206013625,0.20146806298276887,0.02905731735964294,0.2788113915592815
Lauki Cucumber Amla Lemon Juice,10,Continental,Beverages,Veg,no-allergies,1 glass,258,55,2.0,8.0,0.0,8.0,0.0762,Bottle gourd-50 gms; Cucumber-200 gms; Amla-2.5 gms;Mint leaves-3 gms; ,0.30775411803725056,0.014843316889828519,0.21607070707070708,0.014632840028188866,0.29460924617551126
Jowar Roti (100%),1,"South,East,West","Lunch,Dinner",Veg,no-allergies,1 medium,350,334,10.0,68.0,2.0,10.0,0.2625,Jowar Atta-350 gms,0.29526455695279386,0.03797627437162321,0.22532902554961382,0.03873267559314071,0.26630377225377544
Jowar Roti (50% Jawar 50% Wheat atta),1,"South,East,West","Lunch,Dinner",Veg,no-allergies,6 medium,315,65,2.0,13.0,0.0,2.0,0.264,Jowar Atta-150 gms; Atta-150 gms; Common salt-15 gms; ,0.2996418043286882,0.007478975804557201,0.20565404040404042,0.007591496358938221,0.2929679520917199
Veg Kebab,6,Continental,Appetizer,Veg,no-allergies,4 number,1010,440,19.0,74.0,7.0,7.0,0.8625,Common salt-15 gms; carrot-150 gms;Beans-150 gms; POTATO-150 gms; Peas-150 gms; Gram dal-150 gms;Onion-125 gms; Garlic powder-15 gms; Ginger powder-15 gms; Cumin seeds-15 gms; Coriander Powder-15 gms; Garam Masala-15 gms;Bread-15 gms; Corn Flour-15 gms; Olive oil-15 gms,0.2888597045475589,0.044790580220812774,0.22258593285799166,0.04266185106882782,0.2726226325056942
